NGSL Rank	Word	IPA	Conjugations	Synonyms	English	Russian
2570	humor	hy?um?	humors	"indulge; hilarity; absurdity; joking; comedy; wit; jesting; comedy; accommodate; wit"	"quality of being amusing or entertaining, comedy; ability to appreciate or express something amusing; mood, state of mind, disposition; body fluid (Physiology)"	юмор, чувство юмора, настроение, склонность, темперамент, нрав
2571	limitation	l??m?t?e???n	limitations		"limit, bound, restriction; act of limiting; state of being limited"	оговорка, ограничение, ограниченность, срок, срок давности, исковая давность
2572	indication	??nd?k?e???n	indications	"warning; sign; signal; clue; suggestion; hint"	"something which indicates, sign, mark, signal, suggestion, symptom; act of indicating or showing"	симптом, знак, указание, показание, отсчет, индикация
2573	stability	st?b??l?ti	stabilities		solidity, firmness, permanence, steadfastness	устойчивость, остойчивость, стабильность, постоянство, непоколебимость, твердость, прочность, настойчивость
2574	wise	w?a?z	"wises; wiser; wisest"	"astute; prudent; clever; sensible; intelligent; shrewd; judicious"	"intelligent; clever; smart; cautious; skilled; learned; impudent (Slang)"	мудрый, благоразумный, осведомленный, знающий
2575	neglect	n?gl??kt	"neglects; neglected; neglecting"		"disregard, ignore; be negligent; forget to perform (a duty), shirk; fail to care for, abandon"	пренебрегать, не заботиться, не выполнять своего долга, запускать
2576	compose	k?mp?o?z	"composes; composed; composing"	"dispose; compile; arrange; calm; order; unwind; organize; invent; make; relax; create; write; marshal"	"create, write; arrange; calm oneself; settle"	"сочинять, сочинять музыку, создавать, писать; улаживать, успокаивать; составлять, состоять"
2577	jail	d??e?l	"jails; jailed; jailing"		"prison, location where convicted criminals and people awaiting trial are confined; incarceration, imprisonment"	тюрьма, тюремное заключение
2578	shelter	???lt?	"shelters; sheltered; sheltering"		"refuge, secure location, protected place; protection, safety; building which temporarily houses homeless people or animals"	кров, пристанище, приют, убежище, укрытие, прикрытие, бомбоубежище
2579	mere	m??r	meres	"sheer; plain; measly; simple; meager"	"only, just; merely; not more than"	простой, чистый, не более чем, сущий, явный
2580	carbon	k??rb?n	carbons		"chemical element; coal; copy, duplicate"	углерод, копирка, карбонат, черный алмаз, уголь, химически чистый уголь, графит, технический алмаз, угольный электрод, копировальная бумага
2581	regulate	r??gy?l?e?t	"regulates; regulated; regulating"	"standardize; control; police; adjust; legalize; normalize; order"	"control, govern, manage; adjust to a specific level or condition"	регулировать, отрегулировать, упорядочивать, контролировать, приспосабливать, выверять, соразмерять
2582	cheese	t??iz	"cheeses; cheesed; cheesing"		food substance made from milk	"сыр, творог; важная персона, шишка; болван"
2583	trigger	tr??g?	"triggers; triggered; triggering"		"lever which is pulled on to fire a gun; agent, stimulus; signal in computers which causes the launching of a certain procedure (Computers)"	собачка, защелка, спусковой крючок, импульс, побуждение, триггер, гашетка
2584	pipe	p?a?p	"pipes; piped; piping"	"conduit; whistle; twitter; supply; transmit; cylinder; tube; tweet; convey; channel; cheep; duct; channel; pipeline"	"tube; tube used for smoking tobacco; windpipe, trachea; flute; whistle; whistling sound, toot; character which instructs an operating system to direct output of one program to the input of another program (Computers)"	"труба, трубопровод; курительная трубка; свирель, волынка, боцманская дудка, свисток; пение, свист, голос; дыхательные пути, песчаная труба [геол.], усадочная раковина"
2585	destruction	d?str??k??n	destructions		ruin, desolation, annihilation	разрушение, уничтожение, разорение, деструкция, причина гибели, причина разорения
2586	guitar	g?t??r			six or twelve-stringed musical instrument with a long fretted neck	гитара
2587	flag	fl??g	"flags; flagged; flagging"	"wane; slump; colors; weary; pennon; fall; banner; highlight; identify; fade; label; signpost; decline; standard; pennant; mark; select; bunting; wilt; ensign"	"banner, pennant; paving stone; any of a number of plants with long slender leaves (such as the iris, blue flag, etc.); tufts of feathers on the legs of birds; special symbol used to mark unusual data (Computers)"	"флаг, знамя, стяг, флажок; флагман, флагманский корабль; корректорский знак пропуска; признак; хвост; ирис; плита, каменная плита, плитняк, вымощенный плитами тротуар; метка (знак) для выделения необходимой информации [комп.]; программный переключатель [комп.]"
2588	piano	pi??no?	pianos		musical instrument with a keyboard and pedals	фортепьяно, рояль, пианино
2589	magic	m??d??k		"appeal; mysterious; conjuring; magical; paranormal; touching; captivating; astonishing; dreamlike; tricks; mystery; charmed; charisma; sparkle; illusion; allure; miraculous; moving; ability; exquisite; charm; fascination; artifice; famous; magical; enchantment; delightful; lovely; special; charm; supernatural; special; attraction; magical; magnetism; thrilling; enchanting; charming; powerful; key; cherished; enchanted; trickery; enchanting; magical; wonderful; breathtaking; perfect"	"sorcery, witchcraft, ability to supernaturally control natural forces or events by means of spells and incantations; conjuring, sleight of hand, creation of illusions as a form of entertainment; enchantment, charm, mystical influence"	магия, волшебство, очарование
2590	mystery	m??st?i	mysteries		"that which cannot be understood, something that is unknown; inexplicable (often religious) matter, epiphany; quality of being elusive or secretive; mystery novel, piece of fiction about a puzzling event or an unsolved crime"	тайна, таинство, мистерия, детективный роман
2591	ski	sk?i			"long narrow runner attached to the feet and used to glide on snow or water; long narrow runner attached to a vehicle to enable travel on snow or ice"	лыжа
2592	whisper	w??sp?	"whispers; whispered; whispering"	"sigh; hint; gossip; murmur; rumor; undertone; murmur; word"	"speak softly; rustle; gossip; spread a rumor; scheme secretly"	шептать, прошептать, говорить шепотом, сообщать по секрету, шептаться, шелестеть, шуршать
2593	rear	r??r	"rears; reared; rearing; rearer; rearest"		"back end; hindmost unit of an army (or fleet, etc.)"	"тыл, задняя сторона; спина; зад, ягодицы, огузок; отхожее место, уборная"
2594	menu	m??nyu	menus		"list of choices; list of foods that can or will be served at a meal; list of commands or options which may be selected (Computers)"	меню
2595	species	sp?i?iz			"most basic biological classification comprised of individuals that are able to breed with each other but not with others, subdivision of a genus; sort, class, kind; human race, mankind"	род, порода, вид, разновидность, класс
2596	moon	m?un	"moons; mooned; mooning"		"earth's natural satellite, appearance of the earth's natural satellite; satellite of any planet; lunar month; object shaped like a crescent"	"луна, спутник планеты; лунный месяц, месяц [поэт.]; лунный свет"
2597	presumably	pr?z?um?bli		"seemingly; probably; apparently; doubtless"	"seemingly, supposedly; apparently; assumedly, through reasonable assumption"	предположительно, по-видимому
2598	bless	bl??s	"blesses; blest; blessed; blessing"		"bestow good, give favor; sanctify, make holy"	"благословить, благословлять, освящать, славословить; делать счастливым, осчастливливать"
2599	airline	??rl?a?n	airlines		company which offers air travel services	авиалиния, прямая линия, авиакомпания
2600	amendment	?m??ndm?nt			"correction, revision; alteration, change"	улучшение, исправление, поправка, изменение, поправка к закону, редакция
2601	grandmother	gr??ndm????	grandmothers		mother of one's father or mother	бабушка
2602	jury	d???ri	juries		"group of persons who are chosen to hear evidence and render a verdict in a court of law; panel of judges, judging committee (as in a contest)"	присяжные, жюри
2603	cooperation	ko???p??e???n			working together	сотрудничество, совместные действия, взаимодействие, кооперация, кооперирование
2604	civilian	s?v??ly?n			"ordinary citizen; person who is not in the military"	штатский, штатский человек, гражданское лицо, гражданское население, гражданский служащий
2605	composition	k??mp?z????n	compositions	"masterpiece; arrangement; organization; work; symphony; constitution; structure; concerto; sonata; opus; makeup"	"make-up, constitution; something which has been composed (i.e. music); essay"	"составление, построение; музыкальное произведение; соединение, склад ума; образование; произведение, литературное произведение, школьное сочинение; композиция, состав, структура; смесь, сплав, составные части; соглашение о перемирии, соглашение"
2606	coin	k???n	"coins; coined; coining"		piece of stamped metal currency (as opposed to paper bills)	"монета, монетка, звонкая монета, деньги; штемпель; чекан, пуансон; внешний угол"
2607	regardless	r?g??rdl?s		"anyway; despite; nevertheless; anyhow; nonetheless"	heedless, inattentive, unmindful	не заслуживающий внимания, не считающийся, не обращающий внимания
2608	scan	sk??n	"scans; scanned; scanning"	"examine; look; search; examination; skim; inspect; check; scrutinize; inspection"	"convert an object or image into a digital image using an optical scanner (Computers); browse, glance at quickly; examine a body part through the use of medical imaging techniques (Medicine); determine the meter of a verse"	"внимательно разглядывать; разлагать изображение; сканировать, отсканировать"
2609	bunch	b??nt?	"bunches; bunched; bunching"		"bundle, cluster; group; (British) pigtails"	"связка, пучок; гроздь; пачка; группа, компания; стадо; сгусток"
2610	racial	r?e???l			"relating to race or descent; based on race or descent"	расовый
2611	greet	gr?it	"greets; greeted; greeting"	"address; salute; accost; welcome; hail; meet; acknowledge; reach; receive; meet"	"welcome; salute; meet, receive"	"здороваться, кланяться, встречать; доноситься (о звуке); открываться взгляду; плакать"
2612	hopefully	h?o?pf?li		"optimistically; confidently; expectantly"	expectantly, with hope, optimistically	с надеждой
2613	sanction	s???k??n	"sanctions; sanctioned; sanctioning"	"authorize; allow; endorsement; approval; action; okay; injunction; authorization; agreement; restriction; ban; permit; approve; punishment; pass; endorse; consent; permission; penalty; measure"	"permission, authorization; approve; penalty imposed for disobedience of a law; bonus or reward given for obedience of a law; policy or principle designed to enforce a law"	санкция, ратификация, утверждение, поддержка, одобрение, меры воздействия, предусмотренная законом мера наказания
2614	trick	tr??k	"tricks; tricked; tricking"	"mislead; technique; ploy; caper; knack; swindle; artificial; dupe; mischief; fake; pretend; hoodwink; hoax; scam; stunt; habit; ruse; trap; secret; prank; deceive; cheat; deception; hoax; FALSE; trap; fool; con; joke"	"prank, mischievous or deceptive act; clever feat or device; ability to do something well; stint; one round in a card game, all the cards played by the participants in one round of a card game; sexual act performed by a prostitute (Slang)"	хитрость, обман, подвох, шутка, штучка, выходка, проделка, шалость, фокус, трюк, художество, сноровка, ловкий прием, уловка, ухищрение, манера, особенность, привычка, характерное выражение, безделушка, забава, игрушка, ребенок, взятка, смена у руля, очередь
2615	paragraph	p??r?gr??f		"snippet; subsection; article; piece; item; part; clause; section"	"passage, distinct portion of text (usually begins with an indented line); section, clause"	абзац, параграф, пункт, газетная заметка, корректурный знак
2616	maker	m?e?k?	makers		"one who creates; manufacturer; God"	"творец, создатель; поэт; векселедатель"
2617	chocolate	t???kl?t	chocolates		"sweet food made from cocoa and sugar; brown color"	шоколад
2618	stimulate	st??my?l?e?t	"stimulates; stimulated; stimulating"		"arouse, invigorate; spur, goad, motivate"	возбуждать, стимулировать, побуждать, поощрять
2619	belt	b??lt	"belts; belted; belting"		"cloth or leather band around the waist; strip; area, region"	"пояс, ремень, бандаж; зона; портупея, патронная лента; броневой пояс; приводной ремень, лента конвейера; узкий пролив; облом"
2620	potato	p?t?e?t?o?	potatoes		"plant grown for its starchy edible tubers (native to South America); edible tuber of the potato plant"	"картофель, картофелина, картошка; дырка"
2621	narrative	n??r?t?v	narratives		"plot, story; literary work that tells a story, tale"	"рассказ, повесть; изложение фактов"
2622	tissue	t??sy?u	tissues	"hankie; bandanna; handkerchief"	"aggregate of cells of a particular kind; absorbent tissue paper for use as a handkerchief; fabric; fine lightweight paper"	"паутина, сеть, сплетение; ткань, тканевой слой, слой; китайская шелковая бумага, папиросная бумага, косметическая бумага, тонкая оберточная бумага; бумажный носовой платок, бумажная салфетка"
2623	barely	b??rli			hardly, scarcely	"едва, прямо, только, лишь; открыто, просто"
2624	invent	??nv??nt	"invents; invented; inventing"	"fabricate; create; originate; contrive; discover; formulate; conceive; concoct; devise"	"originate, create, design; fabricate, concoct"	изобретать, изобрести, выдумывать, вымышлять, придумывать, сочинять, делать открытие, фабриковать
2625	tourism	t??r??z?m		sightseeing	"practice of traveling for recreation; promotion of tourism; management of tourists"	туризм
2626	pro	pr?o?	pros		supporting, favoring, advocating	
2627	stair	st??r	stairs		step	ступень, ступенька
2628	hesitate	h??z?t?e?t	"hesitates; hesitated; hesitating"		"waver, be uncertain, be indecisive; stammer, falter (in speech or movement)"	колебаться, призадумываться, не решаться, стесняться, запинаться, запнуться
2629	shine	??a?n	"shines; shined; shone; shining"		"make glimmer, cause to shine; gleam, sparkle; radiate, emit light; excel, do well; polish (shoes, silverware, etc.)"	"светить, сиять, блестеть; светиться, отсвечивать; блистать, полировать, придавать блеск; чистить"
2630	motivation	m?o?t?v?e???n	motivations		"incentive, drive; act or process of motivating; inspiration; state of being stirred to action"	побуждение, мотивировка, мотивация, движущая сила
2631	romantic	ro?m??nt?k	romantics		"having a loving or passionate quality; fanciful, imaginary, impractical"	романтический, романтичный, фантастический, вымышленный, воображаемый
2632	firmly	f??mli		"determinedly; resolutely; steadily; definitely; safely; steadfastly; confidently; securely; tightly; powerfully; decisively; strongly"	"in a stable manner; strongly; sturdily, resolutely; assertively"	крепко, твердо, неизменно
2633	interior	??nt??ri?	interiors		"internal part, inside; inside of a building; country's internal affairs; inland section of a country"	внутренность, интерьер, внутренние районы страны, глубокий тыл, сущность
2634	stomach	st??m?k	"stomachs; stomached; stomaching"		"organ which digests food; abdominal region; appetite for food; desire"	желудок, живот, аппетит, вкус, склонность, мужество, отвага
2635	nowhere	n?o?w??r			in no place	нигде, негде, никуда, некуда
2636	pray	pr?e?	"prays; prayed; praying"		"praise or appeal to God in words or thought; request, ask, make a petition, seek"	молиться, помолиться, просить, умолять
2637	championship	t???mpi?n???p	championships	"contest; challenge; battle; finals; competition"	"position of champion; final round in a series of games; defense"	первенство, чемпионат, звание чемпиона, защита, поборничество
2638	servant	s??v?nt	servants		"one who is paid to perform duties for another (especially household chores); person who works for the government"	слуга, прислуга, служащий, служитель
2639	immigrant	??m?gr?nt	immigrants	"migrant; refugee; settler; colonist; colonizer"	person who moves to a country to take up permanent residence, one who settles in a new country	иммигрант, переселенец
2640	excess	??ks??s	excesses	"surplus; extra; surplus; leftover; intemperance; overkill; spare; overload; overindulgence; glut; additional; surfeit; dissipation"	"overabundance, surplus; overindulgence, immoderation"	"избыток, излишек, крайность, превышение; невоздержанность, неумеренность"
2641	complexity	k?mpl??ks?ti	complexities	"intricacy; density; convolution; difficulty; complication"	intricacy, complicated quality	сложность, запутанность, запутанное дело
2642	liability	l?a??b??l?ti	liabilities		"financial obligation; debt; responsibility, obligation; disadvantage, handicap; likelihood"	ответственность, обязательство, долг, задолженность, склонность, подверженность, помеха
2643	surprisingly	s?pr?a?z??li			startlingly, in an astonishing manner, unexpectedly	удивительно, необычайно, неожиданно
2644	extract	??kstr??kt	"extracts; extracted; extracting"	"wring; drag; extort; get; mine; obtain; remove"	"remove, take out; squeeze, press"	"извлекать, удалять; получать экстракт, выжимать, выделять; добывать (из недр земли); извлекать корень [мат.]"
2645	implementation	??mpl?m?nt?e???n			"execution, carrying out, performing; putting into effect; act of equipping with tools"	осуществление, выполнение, реализация
2646	bias	b?a??s	"biases; biasses; biased; biassed; biasing; biassing"		"prejudice; tendency, leaning"	"уклон, наклон; пристрастие; склон, покатость; предубеждение, предвзятость, необъективность, тенденциозность; смещение; косая линия в ткани"
2647	differently	d??fr?ntli			in a different manner, otherwise	по иному, иначе, различно, по разному
2648	catalog	k??t?l?g	"catalogs; cataloged; cataloging"	"log; list; register; directory; index; record; file"	itemized list	каталог, справочник, проспект, прейскурант, список, реестр, программа, учебный план
2649	continuous	k?nt??nyu?s		"incessant; unremitting; uninterrupted; nonstop; constant; unbroken; permanent"	"uninterrupted, unbroken; successive"	непрерывный, длительный, продолжительный, постоянного действия, сплошной, постоянный
2650	golden	g?o?ld?n			"having the color of gold; of gold; precious; full of potential, opportune"	золотой, золотистый, златой
2651	stamp	st??mp	"stamps; stamped; stamping"		"strike the floor or ground forcefully with one's foot; trample, crush; extinguish, put out; put down, suppress; attach stamps to a postal parcel; mark, imprint; characterize"	"штамповать, ставить печать, клеймить; наклеивать марку; запечатлеваться, отражаться, характеризовать; топать, топнуть"
2652	guideline	g?a?dl?a?n	guidelines		outline or indication of acceptable conduct or procedure	директива, руководящее указание, установка
2653	envelope	??nv?l?o?p	envelopes		paper wrapper in which letters are sealed and sent	конверт, обертка, футляр
2654	knife	n?a?f	"knives; knifes; knifed; knifing"		tool with a thin sharp blade that is used for cutting	"нож, скальпель, скребок, резец, зуб; струг"
2655	biological	b?a??l??d??k?l			of biology, of the study of life	биологический
2656	consume	k?ns?um	"consumes; consumed; consuming"		"eat or drink; destroy; use up"	истреблять, уничтожать, пожирать (об огне), потреблять, расходовать, съедать, поглощать, расточать, быть снедаемым, чахнуть
2657	luxury	l??g??i	luxuries		"something which is unnecessary and often expensive, something which contributes to one's pleasure or comfort; indulgence in expensive and unnecessary items; costly and magnificent living"	"роскошь, большое удовольствие; наслаждение, излишество"
2658	weekly	w?ikli	weeklies		happening or issued once a week or every week	еженедельный, недельный
2659	wherever	w?r??v?		"where; where; anywhere; everywhere"	"any place that; in any place that; to any place that; in some place"	где бы ни, куда бы ни
2660	bite	b?a?t	"bites; bit; biting; bitten"	"nibble; taste; chew; gnaw; piece; hurt; mouthful; wound; nibble; taster; sting; puncture; smart; maul; piquancy; tang; morsel; prick; wound; attack; nip; kick; sting; spiciness; nip; nip; tartness"	"grip with the teeth; take bait, eat a lure"	"кусать, укусить, жалить, перекусать, кусаться, разгрызать, прикусить; клевать, попадаться, поддаваться обману; жечь (о перце), щипать, разъедать, травить; сцепляться, ухватиться; колоть, рубить; принять"
2661	printer	pr??nt?	printers	"copier; imprinter"	"computer peripheral used for exporting documents to paper; owner of a printing press; imprinter, one who stamps or imprints with ink"	"печатник, типограф, набойщик; принтер, печатающее устройство"
2662	firstly	f??stli		"first; initially"	first of all, in the first place, before all else	во первых
2663	anxious	???k??s			"fearful, worried; worrisome; craving, yearning; eager"	беспокоящийся, волнующийся, тревожный, беспокойный, озабоченный, встревоженный, стремящийся, сильно желающий
2664	adventure	?dv??nt??	"adventures; adventured; adventuring"		"escapade, exciting experience; risky undertaking"	"приключение, авантюра, похождение; риск, рискованное предприятие; коммерческая спекуляция, коммерческая авантюра; рудник"
2665	fence	f??ns	"fences; fenced; fencing"		"railing; hedge; sport of fencing; ability to argue; one who sells stolen goods; vertical obstacle in show jumping (Sports)"	"забор, изгородь, ограда, загородка, ограждение, штакетник; фехтование; укрыватель краденого, скупщик краденого; направляющий угольник"
2666	exhaust	?gz??st	"exhausts; exhausted; exhausting"		"make tired, weaken; drain; empty; use up; emit, eject"	истощать, исчерпывать, изнурять, извести, томить, разморить, выматывать, разрежать, выкачивать, высасывать, вытягивать, выпускать
2667	attraction	?tr??k??n	attractions		"inward pull; something which excites interest and attention"	притяжение, тяготение, привлечение, привлекательность, притягательность, прелесть, приманка, аттракцион
2668	ocean	?o???n	oceans		"one of the large bodies of water covering the Earth (i.e. Atlantic, Pacific, Indian, Arctic, and Antarctic Oceans); large quantity; great distance"	океан, целое море, огромное пространство, огромное количество, множество, масса
2669	quietly	kw?a??tli		"inaudibly; tranquilly; peacefully; gently; calmly; softly; silently"	"silently, noiselessly; peacefully, tranquilly, restfully"	тихо, спокойно, безмятежно
2670	castle	k??s?l	"castles; castled; castling"		"chateau, palace; turret, tower"	"замок, дворец, твердыня, убежище; ладья [шахм.]; рокировка [шахм.]"
2671	veteran	v??t??n	veterans	expert	"soldier who has been serving in the armed forces for a long time and has much experience; former member of the armed forces; one who is seasoned and experienced in any area"	ветеран, участник войны, фронтовик, демобилизованный военнослужащий
2672	reflection	r?fl??k??n	reflections	"manifestation; thinking; deliberation; expression; musing; suggestion; evidence; signal; consideration; contemplation; sign; likeness; rumination; indication; thought"	"act of casting back a mirror image; act of sending back energy from a surface; state of being reflected; image that is reflected; idea, concept; thought, notion; act of placing blame, accusation"	отражение, образ, отблеск, отсвет, размышление, раздумье, обдумывание, порицание, тень, пятно, рефлексия
2673	nerve	n??v	"nerves; nerved; nerving"		"any bundle of fibers belonging to the nervous system that transmits sensations and messages between the brain and other parts of the body; tendon (Anatomy); vein in a leaf or insect wing; courage; daring; rude boldness (Informal)"	"нерв, нервная система, нервы, нервозность; присутствие духа, мужество, хладнокровие; наглость, нахальство, дерзость; сила, энергия"
2674	determination	d?t??m?n?e???n	determinations		"firm decision; decisiveness, resolution; definition"	решимость, решительность, определение, установление, постановление, решение
2675	altogether	??lt?g????		"overall; overall; mostly; usually; generally; largely; totally; completely; wholly; thoroughly"	"summarily, inclusively; totally, completely"	вполне, совсем, совершенно, в общем, в целом, всецело, всего
2676	fiction	f??k??n	fictions		"imaginative narrative which has no basis in fact (i.e. novel); category of literature including works of imaginative narratives; made-up story; act of creating with the imagination"	беллетристика, художественная литература, вымысел, выдумка, фикция
2677	carpet	k??rp?t	"carpets; carpeted; carpeting"		rug, fabric floor covering	ковер, покрытие, защитный слой, покрытие дороги, покрывало, крыша, одежда
2678	cluster	kl??st?	"clusters; clustered; clustering"		"group; bunch; unit for data storage on a disk (Computers); group of stars of approximately the same age which are held together by mutual gravitation (Astronomy)"	"кисть, гроздь, пучок; куст; группа деревьев; концентрация, скопление, рой; область для хранения данных на диске [комп.]"
2679	confusion	k?nfy?u??n	confusions	"muddle; puzzlement; turmoil; embarrassment; chaos; awkwardness; bewilderment; mistake; commotion; mystification; uncertainty; perplexity; disorientation; uncertainty; disorder; muddle; misunderstanding; upheaval; mayhem"	"disorder; bewilderment; embarrassment"	смущение, замешательство, смятение, беспорядок, путаница
2680	hurry	h??i	"hurries; hurried; hurrying"	"hustle; accelerate; quicken; hasten; dash; scurry; rush; hasten; run; urgency; rush; speed"	"make haste, rush; urge, prod"	торопить, торопиться, подгонять, подогнать, делать в спешке, поспешно отправлять, поспешно посылать, быстро вести или тащить
2681	logic	l??d??k	logics	"reason; judgment; sense"	"reasoning, common-sense; science of inference and reasoning"	логика, логические схемы
2682	controversial	k??ntr?v????l			disputable, debatable, tending to cause differences of opinion	спорный, дискуссионный, любящий полемику
2683	raw	r??	"rawer; rawest"	"sensitive; inclement; perishing; unprocessed; inexperienced; untrained; bitter; painful; sore; freezing; bleak; underdone; natural; green; chilly; pink; tender; skinned; red; untried; wet; untreated; uncooked; new; bleeding; rare; unrefined; basic; crude; bloody"	"living, alive; uncooked; unprocessed, unrefined; inexperienced, novice; painful, tender; crude, vulgar"	"сырой, недожаренный, непропеченный; безвкусный; необработанный, грубый, неочищенный, необогащенный; необученный, неопытный; лишенный кожи, кровоточащий"
2684	grammar	gr??m?			study of the structure of a language	грамматика, классическая средняя школа
2685	revise	r?v?a?z	"revises; revised; revising"		"make changes in order to improve something; edit, correct; produce an updated or corrected version"	"проверять, исправлять; просматривать, перечитывать; перерабатывать, пересматривать"
2686	hint	h??nt	"hints; hinted; hinting"	"clue; imply; mention; cue; breath; suggestion; indication; warning; intimate; tip; trace; tinge; element; suggestion; whisper; touch; advice; help; allusion; suggest; whiff; insinuation; intimation; insinuate; dash; clue; infer; pointer; suggestion; taste; mention; trace"	"subtle suggestion, intimation, clue; barely noticeable amount"	намек, совет, налет, оттенок
2687	hook	h??k	"hooks; hooked; hooking"		"curved piece of metal or other material by which things are hung or attached; fishhook; curve, angle, sharp bend; short punch (Boxing)"	крюк
2688	bell	b??l	bells		"hollow metal object used to make a ringing sound; ringing sound made by a bell"	"колокол, колокольчик, бубенчик, звонок, звук, крик, рында, склянка; колоколообразный предмет, раструб, колпак, купол, расширение, конус; чашечка цветка; нависшая порода; рев оленя"
2689	liquid	l??kw?d	liquids		"substance whose molecules move freely but do not tend to separate; (Phonetics) liquid consonant, frictionless speech sound (i.e. L and R)"	жидкость, плавный звук
2690	panic	p??n?k	"panics; panicked; panicking"		"sense of extreme fright; attack of fear, episode of fright; alarm, dismay, scare"	паника, забава, шутка
2691	uncle	???k?l	uncles		"brother of one's parent; husband of one's aunt; informal title for an older man (especially a friend of the family); pawnbroker (Slang)"	"дядя, дядька; пожилой человек; ростовщик"
2692	rice	r?a?s	"rices; riced; ricing"		seeds of a tall marsh grass native to warm humid regions (used as a staple food throughout the world)	рис
2693	slope	sl?o?p	"slopes; sloped; sloping"		"incline, slant upward or downward; cause to tilt, slant"	иметь наклон, клониться, скашивать, срезывать
2694	happiness	h??pin?s			joy, gladness	счастье, удача
2695	genuine	d???nyu?n		"authentic; frank; open; actual; indisputable; TRUE; unadulterated; sincere; real; honest; valid; legitimate"	"original; real, true; natural; honest, sincere"	подлинный, истинный, настоящий, искренний, неподдельный, чистопородный
2696	vessel	v??s?l	vessels		"large craft made for navigation on water, boat, ship; container, receptacle (especially for holding liquids); tubular duct through which bodily fluids flow (e.g. blood vessel); one who has or demonstrates a certain quality"	сосуд, резервуар, судно, корабль, самолет, кровеносный сосуд
2697	verb	v??b			part of speech used to express action or state of being or the relationship between the subject and object in a sentence (Grammar)	глагол
2698	reckon	r??k?n	"reckons; reckoned; reckoning"		"calculate, compute; estimate, guess, suppose"	"считать, вычислять, полагаться, рассматривать; думать, полагать, предполагать; принимать во внимание, рассчитываться"
2699	silly	s??li	"sillies; sillier; silliest"	"asinine; juvenile; ridiculous; mad; inane; harebrained; stupid; impractical; childish"	"stupid, foolish; nonsensical, frivolous; shocked, stunned, dazed (Informal)"	"неразумный, слабоумный; глупый, глуповатый; простой, бесхитростный, безобидный"
2700	transportation	tr??nsp?t?e???n	transportations	"haulage; transport; hauling; shipping; carrying; moving"	"act of transporting, conveyance, shipping, transit; deportation"	"перевозка, транспортировка; транспорт, транспортные средства; стоимость перевозки, билет; ссылка на каторгу"
2701	harbor	h??rb?	harbors	"anchorage; protect; embrace; hide; entertain; quay; shelter; waterfront; haven; cherish; hold; dock; conceal; marina; believe; port; wharf"	"sheltered section of water where ships anchor, port, anchorage; refuge, sanctuary, haven, place of shelter"	гавань, порт, убежище
2702	comedy	k??m?di	comedies		amusing play, funny drama	комедия, забавное событие, комичный случай
2703	chase	t??e?s	"chases; chased; chasing"		"pursue, follow; banish, send away"	"гнаться, преследовать, бегать за, охотиться; выгонять, прогонять, разгонять, рассеивать; вымахивать; нарезать, прорезать пазы, гравировать (орнамент); запечатлевать"
2704	storage	st??r?d?	storages	storeroom	"act of storing, act of setting aside goods and materials for future use; space in which items can be stored; price charged for storing goods; memory (Computers)"	хранение, склад, хранилище, плата за хранение на складе, запоминающее устройство, память, накопление, аккумулирование
2705	universe	y?un?v??s	universes		world, cosmos, creation, nature, everything	вселенная, мир, космос, население Земли, человечество
2706	horrible	h??r?b?l		"unspeakable; appalling; unbearable; awful; nasty; unspeakable; dreadful; horrific; awful; horrendous; atrocious; hideous; staggering; upsetting; terrible; atrocious; unpleasant; terrible; horrifying; shocking; appalling; horrendous; ghastly; repulsive; vile; horrid; ghastly; dreadful; bad; disgusting"	"terrible, awful; disgusting, repulsive"	страшный, отвратительный, ужасный
2707	sheep	??ip			"variety of cud-chewing animal related to the goat (raised for wool, meat or skin); skin of a sheep; docile and submissive person"	"овца, баран; робкий человек, застенчивый человек; овчина, овечья шкура, баранья шкура; паства"
2708	lover	l??v?	lovers		"one who loves; one who is loved; one who is involved in a sexual or romantic relationship with another; fan, devotee, one who is enthusiastic about something"	любитель, приверженец, любовник, возлюбленный, друг, доброжелатель, поклонник
2709	rat	r??t	"rats; ratted; ratting"		"large long-tailed rodent that resembles a mouse; traitor, one who betrays, informer"	"крыса; мерзкий тип; трус, предатель, ренегат, дезертир, штрейкбрехер, шпион, доносчик"
2710	portrait	p??rtr?t	portraits	"sketch; representation; depiction; likeness; study; portrayal; description; photograph; picture"	"painted or drawn image of a person; vertical page orientation; printing lengthwise on a page (Computers)"	портрет, описание, изображение
2711	innocent	??n?s?nt	innocents	"harmless; simple; chaste; naive; gullible; inoffensive; pure; immaculate; pure; innocuous; unsullied; childlike; spotless; safe; blameless; guiltless; ingenuous"	"not guilty (Law); free from sin or wrongdoing, pure; simple, naive, unsophisticated; harmless"	"невинный, безвинный; чистый, наивный, простодушный; безвредный, невиновный; незлокачественный [мед.], доброкачественный [мед.], безопасный"
2712	substitute	s??bst?t?ut	"substitutes; substituted; substituting"	"alternate; replacement; exchange; surrogate; proxy; reserve; switch; swap; deputy"	"replace, exchange, interchange, put in the place of another; take the place of another"	"заменять, замещать; подставлять; подменивать"
2713	supplement	s??pl?m?nt	"supplements; supplemented; supplementing"		"something which makes up for a deficiency; addition, extra added part"	дополнение, добавление, приложение, дополнительный угол
